No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	050	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229590092	NA	A2C00000357	1	3011	050	 	1351	"250V,150mA,1,FAST,SOT23,RECT DIODE/BAS21"		ROH	NA	0.06	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00002174	12	3011	050	 	1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	2.64	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C00002174	8	3011	050	 	1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	1.76	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00004596	1	3011	050	 	1351	"R LIN,150R,1%,TK100,250mW,1206"		ROH	NA	0.02	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560092	NA	A2C00004596	5	3011	050	 	1351	"R LIN,150R,1%,TK100,250mW,1206"		ROH	NA	0.1	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00010903	1	3011	050	 	1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018230	1	3011	050	 	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.16	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016290092	NA	A2C00018438	2	3011	050	 	1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.02	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00018438	46	3011	050	 	1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.46	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018862	21	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	23.52	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C00018862	10	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	11.2	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229590093	NA	A2C00018862	1	3011	050	 	1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	1.12	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00033460	3	3011	050	 	1351	"TA CAP,TA,3.3uF,10%,25V,SMD"		ROH	NA	1.62	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600092	NA	A2C00034103	25	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.75	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C00034103	19	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.33	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00034103	2	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.14	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229590093	NA	A2C00034103	3	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.21	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00034103	17	3011	050	 	1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.19	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C00038706	1	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.31	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C00039707	10	3011	050	 	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	4.3	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00049292	2	3011	050	 	1351	"IC SMART POW/VNN1NV04PTR-E,SOT223,1,40V,"		ROH	NA	2.44	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00049324	5	3011	050	 	1351	"IC VOLT REG/TLE4250-2G,SPECIAL-SMD"		ROH	NA	7.45	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C40005330	3	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230092	NA	A2C40005330	9	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C40005330	18	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600092	NA	A2C40005330	4	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016290092	NA	A2C40005330	5	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C40005330	1	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560092	NA	A2C40005330	1	3011	050	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C52058355	6	3011	050	 	1351	"150nF,10%,16V,X7R,0805,TINNED,CER CAP/15"		ROH	NA	0.36	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	164	3011	050	 	1351	antenna		ROH	NA	277.16	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	17	3011	050	 	1351	antenna		ROH	NA	28.73	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C53331174	2	3011	050	 	1351	antenna		ROH	NA	3.38	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C53331174	4	3011	050	 	1351	antenna		ROH	NA	6.76	S1_RFHM CUSW_J.JORGE AG	NO	
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	60	3011	050	 	1351	antenna		ROH	NA	101.4	S1_RFHM CUSW_J.JORGE AG	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00006606	39	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.39	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00006615	2	3011	050	 	1351	"R LIN,33K,5%,TK200,63mW,0402"		ROH	NA	0.02	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00020090	497	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	4.97	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00021664	18	3011	050	 	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.36	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	88	3011	050	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	7.04	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00026679	10	3011	050	 	1351	"8pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/RF"		ROH	NA	0.2	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00031067	38	3011	050	 	1351	"4pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.76	S1_RKE FOB CUSW_J.JORGE	NO	
564974	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00047242	3	3011	050	 	1351	"2.36mH,30mA,SMD,LEADFREE_COIL/"		ROH	NA	6.21	S1_RKE FOB CUSW_J.JORGE	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00000537	10	3011	050	 	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"		ROH	NA	3.1	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00010455	4	3011	050	 	1351	"R LIN,120K,1%,TK100,100mW,0603"		ROH	NA	0.04	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00033344	112	3011	050	 	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	23.52	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00045362	17	3011	050	 	1351	"16MHz,0.1%,CSTCE,CER RESONATOR"		ROH	NA	27.71	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00052849	10	3011	050	 	1351	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	0.1	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00056925	42	3011	050	 	1351	"TJA1021T/20/c and ATA6662, TRANSCEIVER,L"		ROH	NA	72.24	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C40001538	159	3011	050	 	1351	"T BIP/BC856B,SOT23"		ROH	NA	11.13	S1_IGNM CUSW_J.JORGE AG	NO	
564975	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C53289111	9	3011	050	 	1351	pin header 3P V 1R SMT WH		ROH	NA	11.88	S1_IGNM CUSW_J.JORGE AG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C8393050093	NA	A2C00006606	42	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.42	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00006606	110	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.1	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C8393050093	NA	A2C00020090	272	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	2.72	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00020090	1335	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	13.35	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00022910	648	3011	050	 	1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	6.48	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00026675	21	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.42	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00034028	70	3011	050	 	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1.4	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C8393050093	NA	A2C40012309	29	3011	050	 	1351	"R JUMP,0R05,0W,1A,0402"		ROH	NA	0	S1_PASE FOB CUSW_J.JORG	NO	
564976	14/12/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C40012309	30	3011	050	 	1351	"R JUMP,0R05,0W,1A,0402"		ROH	NA	0	S1_PASE FOB CUSW_J.JORG	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00003454	35	3011	050	 	1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	0.7	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C00017250	4	3011	050	 	1351	"40V,120mA,2,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	0.76	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C00017250	15	3011	050	 	1351	"40V,120mA,2,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	2.85	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00030415	250	3011	050	 	1351	"4,EQ ISO,konvex 1206,22K,1%,63mW,NET RES"		ROH	NA	12.5	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C00037293	4	3011	050	 	1351	"2K,5%,TK300,500mW,2010,LIN RES/CR1/2 202"		ROH	NA	0.48	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378550393	NA	A2C00038366	1	3011	050	 	1351	"70V,200mA,2,series, FAST,SOT323_3,RECT D"		ROH	NA	0.1	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C00038366	3	3011	050	 	1351	"70V,200mA,2,series, FAST,SOT323_3,RECT D"		ROH	NA	0.3	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00041099	527	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	52.7	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00041099	318	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	31.8	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00052390	198	3011	050	 	1351	"60V,1A,1,SCHOTTKY,DO-214AC (SMA),RECT DI"		ROH	NA	95.04	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00059932	34	3011	050	 	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	276.76	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40000766	1	3011	050	 	1351	"R LIN,470R,5%,TK200,750mW,2010"		ROH	NA	0.07	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40000993	2	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	0.58	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40000993	1	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	0.29	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378550393	NA	A2C40001126	1	3011	050	 	1351	"R LIN,1K5,1%,TK100,330mW,1210"		ROH	NA	0.07	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40001242	8	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	1.84	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40001242	14	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	3.22	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40001506	9	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,C0805,Sn"		ROH	NA	0.9	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40001506	2	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,C0805,Sn"		ROH	NA	0.2	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40002614	3	3011	050	 	1351	"T BIP/BC807-40,SOT23"		ROH	NA	0.21	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40002614	1	3011	050	 	1351	"T BIP/BC807-40,SOT23"		ROH	NA	0.07	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40002675	35	3011	050	 	1351	"T BIP/BCR133,SOT23-MOTOROLA"		ROH	NA	3.15	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40002675	13	3011	050	 	1351	"T BIP/BCR133,SOT23-MOTOROLA"		ROH	NA	1.17	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40002708	641	3011	050	 	1351	"C ARR,X7R,10nF,20%,20%,50V,CKCA43"		ROH	NA	102.56	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40002708	486	3011	050	 	1351	"C ARR,X7R,10nF,20%,20%,50V,CKCA43"		ROH	NA	77.76	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40003364	1	3011	050	 	1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	0.02	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40003916	44	3011	050	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.44	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40003918	1	3011	050	 	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40003922	1	3011	050	 	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40004360	1	3011	050	 	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.01	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40005452	2	3011	050	 	1351	"R NET,10K,1%,0W,1206"		ROH	NA	0.26	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40005594	1	3011	050	 	1351	"TA CAP,TA,10uF,10%,16V,SMD"		ROH	NA	0.45	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40006549	4	3011	050	 	1351	"C CER,X7R,47nF,20%,25V,C0603,Sn"		ROH	NA	0.08	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40006742	11	3011	050	 	1351	"C CER,X7R,47nF,10%,50V,C0805,Sn"		ROH	NA	0.33	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40006747	1	3011	050	 	1351	"C CER,X7R,1.5nF,10%,50V,C0603,Sn"		ROH	NA	0.01	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40007237	6	3011	050	 	1351	"D SC/BAT54C,SOT23"		ROH	NA	0.66	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40007237	16	3011	050	 	1351	"D SC/BAT54C,SOT23"		ROH	NA	1.76	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970693	NA	A2C40011211	11	3011	050	 	1351	"R LIN,1K,1%,TK100,500mW,2010"		ROH	NA	1.21	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7384970593	NA	A2C40011688	1	3011	050	 	1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.01	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40011688	15	3011	050	 	1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.15	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40012012	6	3011	050	 	1351	"R LIN,2K4,5%,TK200,250mW,R1206"		ROH	NA	0.12	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C53127936	288	3011	050	 	1351	"499K,1%,TK100,63mW,0402,LIN RES/ERJ2RKF4"		ROH	NA	2.88	S1_CBC_M.MIGUEL BANUELO	NO	
564978	14/12/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C53127936	27	3011	050	 	1351	"499K,1%,TK100,63mW,0402,LIN RES/ERJ2RKF4"		ROH	NA	0.27	S1_CBC_M.MIGUEL BANUELO	NO	
564979	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00010444	2	3011	050	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.02	S1_WK_WD RFHUB_J.JORGE	NO	
564979	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	37	3011	050	 	1351	antenna		ROH	NA	62.53	S1_WK_WD RFHUB_J.JORGE	NO	
564980	14/12/2014	ZSCR	551	035-1	0	'050	A2C7441340092	NA	A2C00017679	26	3011	050	 	1351	Contact spring		ROH	NA	21.32	S1_CUSW UF PASE_J.JORGE	NO	
564980	14/12/2014	ZSCR	551	035-1	0	'050	A2C8393040092	NA	A2C00017679	1	3011	050	 	1351	Contact spring		ROH	NA	0.82	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00006606	22	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.22	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00006606	21	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.21	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00006606	4	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.04	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00006606	103	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.03	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00010737	60	3011	050	 	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.6	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00018109	31	3011	050	 	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.31	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00018109	16	3011	050	 	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.16	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00020090	320	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	3.2	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00020090	600	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	6	S1_CUSW UF PASE_J.JORGE	NO	
564981	14/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00020090	765	3011	050	 	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	7.65	S1_CUSW UF PASE_J.JORGE	NO	
